ID_Klijenta,Odobreni_Iznos_EUR,Mjesečna_Primanje_EUR,Trenutni_Dug_EUR,Starost_Klijenta,Staž_Godine,Godine_Kreditne_Povijesti,Broj_članova_Kućanstva,Stambeni_Status,Obrazovanje,Omjer_Dug_Primanja,Omjer_Kredit_Primanja,Rizik
1035,101450.9,6358.7,44280.84,46.0,20.0,21.0,2.0,podstanar,SSS,6.963819648670325,15.95466054382185,1
1036,60583.13,4517.23,45000.0,63.0,35.0,26.0,1.0,podstanar,SSS,9.96185715582337,13.411566380281721,1
1037,89177.27,9203.62,45000.0,39.0,13.0,21.0,3.0,vlasnik,VSS,4.8893804828969465,9.689368965689587,0
1038,45806.6,2943.02,45000.0,30.0,7.0,10.0,1.0,podstanar,SSS,15.290415967271715,15.564488178809523,1
1039,58436.28,5384.6,45000.0,35.0,14.0,13.0,1.0,podstanar,VSS,8.3571667347621,10.852483007094305,1
1040,88937.22,5584.71,45000.0,29.0,11.0,9.0,1.0,podstanar,SSS,8.057714724667887,15.925127714778386,1
1041,99769.33,8253.67,45000.0,34.0,12.0,14.0,1.0,podstanar,VSS,5.452120087185458,12.087874848400773,1
1042,88427.37,6695.73291584802,45000.0,31.0,13.0,11.0,1.0,podstanar,SSS,6.720698176817992,13.206525874217999,1
1043,82687.03,4704.53,45000.0,30.0,8.0,10.0,1.0,podstanar,SSS,9.565248813377744,17.576044790871777,1
1044,78977.93,5415.02,45000.0,37.0,19.0,17.0,1.0,podstanar,SSS,8.310218614151008,14.584974755402563,1
1045,55429.56,5661.52,45000.0,34.0,13.0,14.0,3.0,podstanar,VSS,7.948395483898317,9.790579208410461,1
1046,70603.12,4499.32,45000.0,46.0,23.0,9.0,2.576635047428857,podstanar,SSS,10.001511339491302,15.691953450743668,1
1047,75787.22,5402.83,45000.0,35.0,13.0,5.0,2.576635047428857,podstanar,SSS,8.328968336964147,14.027319016145244,1
1048,106142.44,8483.49,45000.0,35.0,15.0,15.0,1.0,vlasnik,SSS,5.304420704214893,12.511647918486378,1
1049,91872.37,9072.65,45000.0,32.0,10.0,12.0,3.0,podstanar,SSS,4.9599620838454035,10.126299372289242,0
1050,49739.2,5012.6,45000.0,37.0,16.0,8.0,2.0,podstanar,VSS,8.977377009934964,9.922834457167935,1
1051,91481.68,7229.75,45000.0,43.0,16.0,1.0,4.0,podstanar,VSS,6.224281614163699,12.653505307929041,1
1052,77298.35,6743.85,45000.0,26.0,7.0,3.0,3.0,vlasnik,VSS,6.672746279943949,11.462050609073453,1
1053,71461.56,4994.24,45000.0,28.0,10.0,8.0,2.0,podstanar,SSS,9.010379957711283,14.308795732684052,1
1054,97233.53,8079.66,45000.0,32.0,13.0,12.0,4.0,vlasnik,VSS,5.569541292579143,12.034359119071842,1
1055,105619.99,6531.49,45000.0,23.0,5.0,3.0,2.0,podstanar,SSS,6.889698981396282,16.1708875004019,1
1056,103625.6,7011.55,45000.0,28.0,10.0,8.0,3.0,vlasnik,SSS,6.417981758669623,14.779271345137666,1
1057,68215.65,6778.81,45000.0,32.0,13.0,12.0,4.0,podstanar,VSS,6.638333276784568,10.063071542055315,1
1058,78815.75,6978.7,45000.0,44.0,19.0,7.0,4.0,vlasnik,VSS,6.44819235674266,11.293758149798673,1
1059,91625.27,6589.34,45000.0,38.0,18.0,18.0,2.0,vlasnik,SSS,6.829212030339913,13.905075470380948,1
1060,104510.9,6848.89,45000.0,37.0,14.0,17.0,4.0,podstanar,SSS,6.570407759505555,15.259538406953533,1
1061,75416.52,6902.72,45000.0,44.0,20.0,18.0,1.0,vlasnik,VSS,6.519169255018311,10.925623522321636,1
1062,81286.82,7058.76,45000.0,34.0,15.0,14.0,3.0,podstanar,VSS,6.37505737551638,11.515736474961608,1
1063,62873.3,3716.1,45000.0,39.0,12.0,19.0,7.0,podstanar,SSS,12.109469605231292,16.919162562901967,1
1064,61075.87,4230.99,45000.0,30.0,12.0,10.0,1.0,podstanar,SSS,10.63580864053094,14.435361463865432,1
1065,101250.52,9254.19,45000.0,38.0,14.0,10.0,1.0,vlasnik,VSS,4.862662210306898,10.94104616395384,0
1066,112124.8,8658.55,45000.0,29.0,11.0,9.0,2.0,podstanar,VSS,5.19717504663021,12.94960472596451,1
1067,83559.8,6695.73291584802,45000.0,27.0,9.0,7.0,1.0,vlasnik,VSS,6.720698176817992,12.479559900339467,1
1068,105070.66,7153.33,45000.0,34.0,16.0,0.0,4.0,podstanar,SSS,6.290776463549144,14.688356331946101,1
1069,92232.72,5554.23,45000.0,49.0,22.0,9.0,3.0,podstanar,SSS,8.101933121242729,16.605851756229036,1
1070,72097.6,5333.5,45000.0,44.0,19.0,24.0,3.0,vlasnik,SSS,8.437236336364489,13.517877566326053,1
1071,92227.91,7934.53,45000.0,45.0,24.0,17.0,1.0,podstanar,VSS,5.6714134296549386,11.623613496955713,0
1072,115760.73,7365.02,19153.71,47.0,24.0,2.0,1.0,vlasnik,SSS,2.6006324490632746,15.7176395990778,1
1073,84283.48,4850.11,45000.0,36.0,14.0,16.0,1.0,podstanar,SSS,9.278140083420789,17.377642981293207,1
1074,116292.87,7680.41,45000.0,37.0,15.0,10.0,8.0,podstanar,SSS,5.859062211522562,15.141492446366795,1
1075,32605.1,3450.7,17337.117714675736,29.0,4.0,9.0,1.0,podstanar,VSS,5.024232102088196,9.448836467963021,0
1076,101438.05,6819.11,45000.0,28.0,10.0,2.0,3.0,podstanar,SSS,6.599101642296429,14.875555607696606,1
1077,86740.94,7101.17,45000.0,41.0,18.0,7.0,2.0,podstanar,VSS,6.336983905469099,12.215020905005796,1
1078,79019.85,7264.26,45000.0,47.0,29.0,26.0,6.0,podstanar,VSS,6.1947121936714815,10.877893963046477,1
1079,86835.22,7094.84,45000.0,34.0,16.0,14.0,4.0,podstanar,VSS,6.342637747997136,12.239207649503019,1
1080,45248.62,2863.77,45000.0,30.0,12.0,10.0,2.0,podstanar,SSS,15.713552415173007,15.800368046316569,1
1081,80606.56,8690.6,45000.0,35.0,13.0,13.0,1.0,podstanar,VSS,5.178008422893701,9.275143258233033,0
1082,92142.25,5793.72,48994.82089443309,41.0,22.0,5.0,2.0,podstanar,SSS,8.456539303665537,15.903814820184612,1
1083,114557.88,8476.53,45000.0,27.0,8.0,7.0,2.0,podstanar,SSS,5.3087761147545045,13.51471415779806,1
1084,74634.6,7019.82,45000.0,28.0,8.0,8.0,1.0,vlasnik,VSS,6.410420780020001,10.631982016632906,1
1085,68830.13,5244.26,45000.0,29.0,8.0,6.0,1.0,vlasnik,SSS,8.580810257309897,13.12485078924386,1
1086,74964.86,6385.5,45000.0,27.0,9.0,9.0,2.0,podstanar,VSS,7.047216349541931,11.739857489624931,1
1087,103308.04,7317.0,43588.05,30.0,8.0,10.0,4.0,vlasnik,SSS,5.95709307093071,14.118906655733223,1
1088,91575.02,7644.9,45000.0,34.0,14.0,14.0,1.0,podstanar,VSS,5.886277125927089,11.978576567384794,0
1089,74404.8,7030.1,45000.0,30.0,12.0,10.0,1.0,podstanar,VSS,6.401046926786248,10.583747030625453,1
1090,95265.35,6157.34,45000.0,50.0,22.0,9.0,4.0,podstanar,SSS,7.308350683899216,15.471835240542182,1
1091,86941.55,6746.79,45000.0,38.0,13.0,18.0,5.0,podstanar,VSS,6.6698385454416105,12.886357808676422,1
1092,104372.9,9168.45,45000.0,38.0,20.0,16.0,1.0,vlasnik,VSS,4.908136053531403,11.38391985559173,0
1093,70958.94,4673.86,45000.0,41.0,18.0,21.0,1.0,podstanar,SSS,9.628016243533184,15.1820850431977,1
1094,78446.76,5340.56,45000.0,28.0,8.0,8.0,3.0,podstanar,SSS,8.426082657998412,14.688864089159187,1
1095,77157.84,5761.23,45000.0,45.0,21.0,25.0,1.0,podstanar,SSS,7.810832061903448,13.39259845553814,1
1096,55729.7,4699.34,45000.0,34.0,16.0,16.0,3.0,podstanar,VSS,9.575812773708648,11.859048291887795,1
1097,90922.41,7859.24,45000.0,42.0,23.0,11.0,1.0,vlasnik,VSS,5.725744474020389,11.568855258269249,0
1098,90221.11,8719.79,45000.0,30.0,12.0,10.0,1.0,podstanar,VSS,5.160674741020139,10.346706744084432,0
1099,85102.27,5607.4,45000.0,31.0,9.0,11.0,4.0,vlasnik,SSS,8.025109676498912,15.176778899311625,1
1100,80308.26,5390.02,45000.0,43.0,20.0,11.0,2.0,podstanar,SSS,8.348763084367032,14.89943636572777,1
1101,56692.59,3029.39,45000.0,30.0,9.0,10.0,1.0,vlasnik,SSS,14.854475653514404,18.714193286437204,1
1102,76587.09,4716.39,45000.0,26.0,8.0,6.0,1.0,podstanar,SSS,9.541195702645455,16.23849808858046,1
1103,78145.71,7385.25,45000.0,27.0,9.0,8.0,1.0,vlasnik,VSS,6.093226363359399,10.58132223012085,1
1104,68954.45,8040.06,45000.0,46.0,15.0,4.0,1.0,podstanar,VSS,5.596973156916739,8.57636012666572,0
1105,81774.29,5420.3,45000.0,22.0,4.0,3.0,2.0,vlasnik,SSS,8.302123498699334,15.086672324410086,1
1106,93081.02,9326.96,45000.0,51.0,18.0,11.0,4.0,podstanar,VSS,4.824723168106222,9.979781193443523,0
1107,122723.72,8034.46,45000.0,28.0,10.0,8.0,7.0,podstanar,SSS,5.600874234236028,15.274669361724373,1
1108,88491.56,9577.73,45000.0,31.0,13.0,8.0,5.0,vlasnik,VSS,4.698399307560351,9.239304093976338,0
1109,90151.01,5909.89,45000.0,33.0,15.0,13.0,2.0,vlasnik,SSS,7.614354920311545,15.254261923656784,1
1110,83511.08,8683.33,45000.0,41.0,20.0,21.0,2.0,podstanar,SSS,5.18234364005514,9.617402540269689,0
1111,46624.58,3681.32,45000.0,30.0,9.0,2.0,2.0,vlasnik,SSS,12.223876218312997,12.665179881129594,1
1112,84469.72,8242.63,45000.0,33.0,15.0,13.0,2.0,podstanar,VSS,5.459422538680009,10.247908737866435,0
1113,86204.6,6526.37,45000.0,35.0,10.0,2.0,3.0,podstanar,SSS,6.895104016474702,13.208659637746559,1
1114,134264.84,8185.76,7005.27,30.0,8.0,10.0,3.0,vlasnik,SSS,0.8557873673305839,16.402244874025136,1
1115,81152.78,6225.01,45000.0,42.0,16.0,17.0,5.0,vlasnik,SSS,7.228904049953333,13.036570222377152,1
1116,91030.95,5882.39,45000.0,30.0,12.0,10.0,7.0,podstanar,SSS,7.649951805303626,15.475164006466757,1
1117,84305.76,6999.03,45000.0,33.0,11.0,13.0,2.0,vlasnik,VSS,6.429462368356758,12.045349141238143,1
1118,61626.44,6163.42,45000.0,27.0,9.0,9.0,3.0,vlasnik,VSS,7.301141249501089,9.99874095875342,1
1119,107856.46,8463.03,45000.0,24.0,6.0,1.0,3.0,vlasnik,VSS,5.317244532986412,12.74442605071706,1
1120,100038.66,7649.34,45000.0,33.0,15.0,13.0,2.0,vlasnik,VSS,5.882860482080807,13.078077324318176,1
1121,100820.64,6417.55,45000.0,59.0,31.0,10.0,1.0,vlasnik,SSS,7.012021721685066,15.71014483720423,1
1122,66812.25,5885.49,45000.0,43.0,15.0,23.0,1.0,podstanar,VSS,7.645922429568311,11.352028463220565,1
1123,113055.89,8015.95,39325.87,26.0,8.0,2.0,3.0,podstanar,SSS,4.905952507188792,14.103866665834992,1
1124,56962.98,6901.33,45000.0,32.0,13.0,12.0,3.0,podstanar,VSS,6.520482283849635,8.253913376117358,1
1125,96737.14,6602.98,45000.0,35.0,15.0,15.0,2.0,vlasnik,SSS,6.815104695152795,14.650527489103405,1
1126,128809.11,9539.51,13409.94,40.0,22.0,20.0,3.0,vlasnik,VSS,1.4057262899247447,13.502696679389192,1
1127,65189.27,3905.57,45000.0,26.0,8.0,8.0,2.0,podstanar,SSS,11.522005750761092,16.6913587517315,1
1128,73674.05,5810.97,45000.0,46.0,18.0,18.0,4.0,podstanar,SSS,7.743973897645315,12.678442669640352,1
1129,86993.03,5431.93,45000.0,42.0,18.0,1.0,4.0,vlasnik,SSS,8.284348288729788,16.015123538042648,1
1130,74930.49,5823.47,39842.80758373178,35.0,17.0,15.0,1.0,podstanar,SSS,6.841764031364767,12.866983087403215,1
1131,53986.73,3477.58,45000.0,39.0,15.0,18.0,3.0,podstanar,SSS,12.940033011461994,15.524223741797458,1
1132,86371.26,5759.23,45000.0,35.0,17.0,1.0,5.0,podstanar,SSS,7.813544518972155,14.997015225993753,1
1133,63753.93,6285.44,45000.0,42.0,19.0,14.0,1.0,vlasnik,VSS,7.159403319417575,10.143113290398126,1
1134,94471.85,6934.07,45000.0,35.0,17.0,15.0,1.0,podstanar,SSS,6.489695085281804,13.624300014277331,1
1135,66611.52,7385.36,45000.0,31.0,8.0,11.0,2.0,podstanar,VSS,6.093135608826111,9.019400543778504,1
1136,115998.69,7539.12,32529.72,26.0,8.0,6.0,2.0,podstanar,SSS,4.3147900550727405,15.38623738579569,1
1137,69334.93,4594.37,45000.0,36.0,13.0,4.0,1.0,podstanar,SSS,9.79459642997843,15.091281285573428,1
1138,78558.77,6906.23,45000.0,50.0,25.0,10.0,6.0,vlasnik,VSS,6.515855973519562,11.375058461707765,1
1139,101270.34,8697.01,45000.0,23.0,5.0,3.0,1.0,podstanar,VSS,5.174192049911406,11.644270847107224,0
1140,60382.71,4027.63,45000.0,30.0,8.0,10.0,3.0,podstanar,SSS,11.172823720153042,14.992119435002719,1
1141,89549.2,7779.39,45000.0,37.0,15.0,6.0,3.0,podstanar,VSS,5.784515238341309,11.511082488472745,0
1142,111142.86,8228.7,45000.0,36.0,15.0,16.0,2.0,podstanar,SSS,5.468664552116373,13.506733748951838,1
1143,52850.34,5214.01,45000.0,37.0,11.0,17.0,2.0,podstanar,VSS,8.63059334370283,10.136217613698477,1
1144,88692.68,7568.67,45000.0,37.0,15.0,17.0,1.0,vlasnik,VSS,5.9455624303873735,11.718397023519323,0
1145,90197.66,5253.72,45000.0,25.0,7.0,0.0,3.0,vlasnik,SSS,8.565359402480528,17.16834167028315,1
1146,100636.46,6893.73,45000.0,50.0,23.0,25.0,6.0,podstanar,VSS,6.527670796506391,14.598259577906303,1
1147,60260.99,5711.59,45000.0,19.0,1.0,11.435871743486974,1.0,vlasnik,VSS,7.878716784643156,10.550650519382518,1
1148,58590.87,3858.65,45000.0,26.0,8.0,6.0,1.0,vlasnik,SSS,11.662109805242766,15.184292433882316,1
1149,95438.83,7605.2,45000.0,34.0,16.0,13.0,4.0,podstanar,VSS,5.917004155051806,12.549154525850735,1
1150,90939.69,9184.41,48355.38337456778,26.0,6.0,6.0,1.0,podstanar,VSS,5.264941719127062,9.901527697478663,0
1151,90009.86,7470.46,45000.0,36.0,16.0,16.0,1.0,vlasnik,VSS,6.023725446625777,12.048770758427192,1
1152,91928.96,6692.49,45000.0,52.0,23.0,7.0,4.0,podstanar,SSS,6.723954761232367,13.736137073047551,1
1153,71399.51,7803.02,45000.0,35.0,13.0,7.0,3.0,vlasnik,VSS,5.766997905938982,9.150240547890432,0
1154,89645.07,5602.88,45000.0,37.0,12.0,13.0,1.0,vlasnik,SSS,8.03158375692501,15.999819735564568,1
1155,90861.45,6552.51,45000.0,25.0,7.0,6.0,1.0,vlasnik,SSS,6.86759730240778,13.866663309174651,1
1156,70712.97,4605.63,45000.0,29.0,11.0,9.0,6.0,vlasnik,SSS,9.770650269344259,15.353593319480723,1
1157,122315.49,9917.63,36099.13,27.0,9.0,3.0,2.0,podstanar,VSS,3.639894813579454,12.333137049879863,1
1158,94476.66,9059.74,45000.0,32.0,11.0,0.0,4.0,podstanar,VSS,4.967029958917143,10.428186680853976,1
1159,61173.93,5253.35,45000.0,48.0,22.0,14.0,1.0,podstanar,VSS,8.565962671438225,11.644746685448332,1
1160,98131.07,6695.73291584802,36222.71,41.0,17.0,21.0,1.0,vlasnik,VSS,5.4098200234757075,14.655762294182194,1
1161,65506.37,4373.51,45000.0,30.0,9.0,10.0,5.0,podstanar,SSS,10.289218499557563,14.977985645396947,1
1162,100741.69,6956.03,45000.0,31.0,13.0,11.0,2.0,vlasnik,SSS,6.46920729209046,14.482641679233701,1
1163,108171.91,8577.14,29316.1,32.0,14.0,12.0,5.0,podstanar,VSS,3.4179341831892684,12.611652602149436,1
1164,68586.35,6654.24,45000.0,46.0,20.0,19.0,1.0,podstanar,VSS,6.762605496645748,10.30716505566376,1
1165,104267.52,8234.78,45000.0,51.0,19.0,2.0,3.0,podstanar,VSS,5.4646268631341695,12.661846460986206,1
1166,93255.62,6613.95,45000.0,33.0,15.0,13.0,1.0,vlasnik,SSS,6.803801056857098,14.09983746475253,1
1167,101441.2,6614.06,45000.0,26.0,8.0,4.0,1.0,vlasnik,SSS,6.803687901228594,15.337205891691335,1
1168,122935.86,8072.53,35524.16,25.0,7.0,4.0,2.0,podstanar,SSS,4.40062285305846,15.228913364211715,1
1169,80092.24,5832.67,45000.0,33.0,12.0,3.0,5.0,podstanar,SSS,7.715163038539811,13.731659771596885,1
1170,69925.28,4305.7,45000.0,40.0,17.0,16.0,1.0,podstanar,SSS,10.45126228023318,16.2401653621943,1
1171,67209.71,6709.25,45000.0,45.0,18.0,20.0,4.0,podstanar,VSS,6.70715802809554,10.017469910943847,1
1172,68683.79,5998.6,45000.0,33.0,15.0,13.0,1.0,podstanar,VSS,7.501750408428633,11.449969992998364,1
1173,83457.97,6821.78,45000.0,32.0,14.0,13.0,3.0,vlasnik,VSS,6.596518797146786,12.234045952815835,1
1174,91823.04,5638.41,45000.0,37.0,14.0,17.0,2.0,podstanar,SSS,7.9809733595109265,16.285271911762358,1
1175,90533.82,5947.9,45000.0,32.0,10.0,12.0,1.0,vlasnik,SSS,7.56569545553893,15.221140234368434,1
1176,101543.66,8515.33,45000.0,56.0,30.0,7.0,2.0,vlasnik,SSS,5.284586739445213,11.924806202460738,0
1177,85260.04,8679.36,45000.0,25.0,7.0,1.0,1.0,podstanar,VSS,5.184714080300851,9.823309552778083,1
1178,114070.68,9258.2,33827.71,34.0,16.0,7.0,1.0,podstanar,SSS,3.6538106759413274,12.32104296731546,1
1179,79706.86,6695.73291584802,45000.0,55.0,28.0,0.0,2.0,vlasnik,VSS,6.720698176817992,11.904127748486376,1
1180,139403.38,10000.0,29363.76,35.0,16.0,15.0,3.0,podstanar,VSS,2.9363759999999997,13.940338,1
1181,97513.35,6640.06,45000.0,33.0,5.0,3.0,1.0,podstanar,SSS,6.777047195356668,14.685612780607403,1
1182,67856.85,4269.18,45000.0,30.0,12.0,10.0,1.0,vlasnik,SSS,10.54066588899976,15.89458631399941,1
1183,63582.15,5315.63,45000.0,33.0,13.0,4.0,1.0,vlasnik,VSS,8.465600502668545,11.961357355572153,1
1184,94649.45,6017.51,45000.0,49.0,23.0,29.0,5.0,podstanar,SSS,7.47817618915465,15.729005851257412,1
1185,80530.74,5129.34,45000.0,23.0,5.0,4.0,1.0,vlasnik,SSS,8.773058522149048,15.700019885599318,1
1186,99280.01,6798.41,45000.0,50.0,19.0,20.0,1.0,podstanar,SSS,6.6191947823093935,14.60341609288054,1
1187,94464.75,7472.19,45000.0,32.0,11.0,12.0,1.0,podstanar,SSS,6.022330802616101,12.642177193031763,1
1188,83543.42,8211.54,45000.0,33.0,15.0,13.0,4.0,podstanar,VSS,5.480092650099737,10.173904042359897,0
1189,68064.13,4329.3,45000.0,32.0,14.0,12.0,2.0,vlasnik,SSS,10.39429006998822,15.72174023514194,1
1190,54703.06,3615.31,45000.0,41.0,20.0,18.0,3.0,vlasnik,SSS,12.447065396881595,15.130945893989727,1
1191,76069.7,6769.21,45000.0,29.0,9.0,11.0,1.0,vlasnik,SSS,6.6477476692258035,11.237603797193469,1
1192,102127.98,8440.31,37108.21,40.0,17.0,19.0,1.0,podstanar,VSS,4.396545861467174,12.100027131704879,1
1193,89281.87,8094.17,45000.0,55.0,26.0,0.0,1.0,vlasnik,VSS,5.5595570639114325,11.030392245282716,1
1194,60085.22,5792.49,45000.0,25.0,7.0,6.0,2.0,podstanar,VSS,7.768679790556393,10.372951873891886,1
1195,88463.62,6204.11,34410.26,37.0,16.0,16.0,6.0,vlasnik,VSS,5.546365232080025,14.258873553176846,1
1196,92706.35,7432.48,45000.0,36.0,15.0,16.0,2.0,podstanar,VSS,6.054506705702538,12.473138171915702,1
1197,67322.85,5036.84,45000.0,39.0,19.0,1.0,8.0,podstanar,SSS,8.934173013238459,13.36608865876224,1
1198,88074.5,5088.81,45000.0,30.0,12.0,10.0,5.0,podstanar,SSS,8.84293184457663,17.30748446100365,1
1199,86164.17,5740.46,45000.0,29.0,11.0,6.0,3.0,vlasnik,VSS,7.839093034356131,15.009976552401724,1
1200,62140.59,5928.3,45000.0,40.0,17.0,16.0,5.0,podstanar,VSS,7.590708972218005,10.482025201153787,1
1201,92155.75,9265.55,45000.0,53.0,13.0,26.0,1.0,podstanar,VSS,4.856700357776926,9.946063644360022,0
1202,96215.69,7369.28,42812.87,28.0,10.0,2.0,1.0,vlasnik,VSS,5.809640833297148,13.056321648790655,1
1203,106661.02,8117.97,45000.0,42.0,18.0,22.0,1.0,podstanar,VSS,5.54325773561617,13.138878315638022,1
1204,106076.04,6586.86,45000.0,29.0,7.0,9.0,1.0,podstanar,SSS,6.831783277616346,16.104189249505833,1
1205,57446.61,3885.04,45000.0,24.0,6.0,5.0,1.0,podstanar,SSS,11.582892325432942,14.786619957580875,1
1206,66243.5,4103.08,45000.0,40.0,16.0,20.0,1.0,vlasnik,SSS,10.96737085311522,16.144822913518624,1
1207,95300.71,6600.41,45000.0,50.0,25.0,10.0,2.0,podstanar,SSS,6.817758290772846,14.438604571534194,1
1208,95275.72,4924.4,45000.0,39.0,12.0,19.0,1.0,podstanar,SSS,9.138169117049793,19.34768093574852,1
1209,95300.95,5924.97,45000.0,32.0,14.0,12.0,5.0,podstanar,SSS,7.594975164431212,16.084629964371125,1
1210,150000.0,10000.0,10000.0,33.0,15.0,13.0,3.0,podstanar,VSS,1.0,15.0,1
1211,96417.81,7799.68,45000.0,32.0,11.0,12.0,4.0,podstanar,VSS,5.7694674653319105,12.361764841634528,1
1212,107711.31,8411.73,43547.55,41.0,21.0,9.0,1.0,vlasnik,VSS,5.177002828193488,12.804893880331395,1
1213,104080.04,6695.73291584802,45000.0,44.0,18.0,4.0,3.0,podstanar,SSS,6.720698176817992,15.544234112692079,1
1214,98027.83,5605.52,45000.0,30.0,10.0,10.0,1.0,podstanar,SSS,8.027801167420686,17.487731735860365,1
1215,78694.62,8269.05,45000.0,30.0,11.0,10.0,2.0,vlasnik,VSS,5.441979429317757,9.516766738621728,0
1216,100179.38,6957.79,33406.81,38.0,18.0,18.0,5.0,vlasnik,SSS,4.801353590723491,14.398160910289043,1
1217,69543.5,6695.73291584802,45000.0,34.0,16.0,14.0,2.0,podstanar,VSS,6.720698176817992,10.386241636878712,1
1218,80263.63,5110.03,45000.0,34.0,8.0,14.0,2.0,podstanar,SSS,8.806210531053635,15.707076083702054,1
1219,75292.73,6681.74,45000.0,56.0,25.0,25.0,1.0,vlasnik,VSS,6.734772678972843,11.268431576206197,1
1220,86637.48,4873.9,45000.0,33.0,10.0,13.0,1.0,vlasnik,SSS,9.232852541086194,17.775801719362317,1
1221,131293.17,7556.9,40699.82,31.0,9.0,11.0,3.0,podstanar,SSS,5.385782529873361,17.373945665550693,1
1222,47654.7,3599.37,45000.0,31.0,13.0,11.0,2.0,podstanar,SSS,12.502187882879504,13.239733620050176,1
